type	feature	n	log_odds_weighted	log_odds_weighted_scaled
speech	auspicium	13	0.258894977151686	0.21605417783935363
speech	fruor	13	0.258894977151686	0.21605417783935363
speech	pulcherrimus	13	0.258894977151686	0.21605417783935363
speech	cito	24	0.255843757603132	0.21587748648781216
speech	aetherius	24	0.255843757603132	0.21587748648781216
speech	absum	41	0.255364027352009	0.21584970605933188
speech	muto	71	0.248353058930023	0.21544371184410654
speech	ecce	85	0.248033620459254	0.21542521366190878
speech	lacero	20	0.246700543381152	0.21534801725342664
speech	excido	20	0.246700543381152	0.21534801725342664
speech	maritus	27	0.246109450342675	0.21531378798011697
speech	inuitus	18	0.242401986342711	0.2150990945388484
speech	diomedes	6	0.241195852873535	0.2150292492362024
speech	incognitus	6	0.241195852873535	0.2150292492362024
speech	grauida	6	0.241195852873535	0.2150292492362024
speech	perrumpo	6	0.241195852873535	0.2150292492362024
speech	persequor	6	0.241195852873535	0.2150292492362024
speech	dehisco	6	0.241195852873535	0.2150292492362024
speech	aeneadae	6	0.241195852873535	0.2150292492362024
speech	ilium	6	0.241195852873535	0.2150292492362024
speech	suscipio	6	0.241195852873535	0.2150292492362024
speech	maius	6	0.241195852873535	0.2150292492362024
speech	concilio	6	0.241195852873535	0.2150292492362024
speech	nemorosus	6	0.241195852873535	0.2150292492362024
speech	reficio	6	0.241195852873535	0.2150292492362024
speech	metior	6	0.241195852873535	0.2150292492362024
speech	refoueo	6	0.241195852873535	0.2150292492362024
speech	anna	6	0.241195852873535	0.2150292492362024
speech	contemptor	6	0.241195852873535	0.2150292492362024
speech	draco	16	0.238441353514825	0.21486974048674473
speech	mando	30	0.238327839888892	0.21486316709021744
speech	similis	48	0.237361532579896	0.2148072097453873
speech	modus	59	0.235290878400982	0.21468730140066633
speech	natura	23	0.235222837459564	0.21468336125617396
speech	calco	14	0.235026021048685	0.21467196392566712
speech	cremo	14	0.235026021048685	0.21467196392566712
speech	adigo	14	0.235026021048685	0.21467196392566712
speech	sterilis	8	0.233407298659906	0.21457822624403117
speech	minimus	8	0.233407298659906	0.21457822624403117
speech	parumper	8	0.233407298659906	0.21457822624403117
speech	deleo	8	0.233407298659906	0.21457822624403117
speech	iapyx	8	0.233407298659906	0.21457822624403117
speech	repugno	8	0.233407298659906	0.21457822624403117
speech	aedis	8	0.233407298659906	0.21457822624403117
speech	callidus	8	0.233407298659906	0.21457822624403117
speech	iniustus	8	0.233407298659906	0.21457822624403117
speech	insanio	8	0.233407298659906	0.21457822624403117
speech	reuoluo	12	0.232508949292206	0.21452620423728616
speech	lues	12	0.232508949292206	0.21452620423728616
speech	arcades	10	0.231535014606828	0.21446980520301995
speech	ratio	10	0.231535014606828	0.21446980520301995
speech	ignauus	10	0.231535014606828	0.21446980520301995
speech	nutus	10	0.231535014606828	0.21446980520301995
speech	abripio	10	0.231535014606828	0.21446980520301995
speech	tremor	10	0.231535014606828	0.21446980520301995
speech	remeo	21	0.229738678403372	0.2143657821831878
speech	obtendo	3	0.228915754775547	0.21431812796306302
speech	cydon	3	0.228915754775547	0.21431812796306302
speech	coniuro	3	0.228915754775547	0.21431812796306302
speech	dindyma	3	0.228915754775547	0.21431812796306302
speech	cycladae	3	0.228915754775547	0.21431812796306302
speech	obumbro	3	0.228915754775547	0.21431812796306302
speech	delus	3	0.228915754775547	0.21431812796306302
speech	retraho	3	0.228915754775547	0.21431812796306302
speech	sepulchrum	3	0.228915754775547	0.21431812796306302
speech	chorea	3	0.228915754775547	0.21431812796306302
speech	sigeus	3	0.228915754775547	0.21431812796306302
speech	dito	3	0.228915754775547	0.21431812796306302
speech	quilibet	3	0.228915754775547	0.21431812796306302
speech	desuetus	3	0.228915754775547	0.21431812796306302
speech	regimen	3	0.228915754775547	0.21431812796306302
speech	imprudens	3	0.228915754775547	0.21431812796306302
speech	subsum	3	0.228915754775547	0.21431812796306302
speech	blandior	3	0.228915754775547	0.21431812796306302
speech	culmus	3	0.228915754775547	0.21431812796306302
speech	discingo	3	0.228915754775547	0.21431812796306302
speech	lethes	3	0.228915754775547	0.21431812796306302
speech	redimo	3	0.228915754775547	0.21431812796306302
speech	innubus	3	0.228915754775547	0.21431812796306302
speech	integro	3	0.228915754775547	0.21431812796306302
speech	adsumo	3	0.228915754775547	0.21431812796306302
speech	gorgo	3	0.228915754775547	0.21431812796306302
speech	rhoeteus	3	0.228915754775547	0.21431812796306302
speech	continuus	3	0.228915754775547	0.21431812796306302
speech	ieiunus	3	0.228915754775547	0.21431812796306302
speech	olla	3	0.228915754775547	0.21431812796306302
speech	tarpeia	3	0.228915754775547	0.21431812796306302
speech	semesus	3	0.228915754775547	0.21431812796306302
speech	infodio	3	0.228915754775547	0.21431812796306302
speech	abnuo	3	0.228915754775547	0.21431812796306302
speech	myrrha	3	0.228915754775547	0.21431812796306302
speech	phlegethon	3	0.228915754775547	0.21431812796306302
speech	inundo	3	0.228915754775547	0.21431812796306302
speech	nigresco	3	0.228915754775547	0.21431812796306302
speech	exero	3	0.228915754775547	0.21431812796306302
speech	parthenopaeus	3	0.228915754775547	0.21431812796306302
speech	haedus	3	0.228915754775547	0.21431812796306302
speech	saeuitia	3	0.228915754775547	0.21431812796306302
speech	uoltus	3	0.228915754775547	0.21431812796306302
speech	cnosius	3	0.228915754775547	0.21431812796306302
speech	euhan	3	0.228915754775547	0.21431812796306302
speech	damma	3	0.228915754775547	0.21431812796306302
speech	lacrimosus	3	0.228915754775547	0.21431812796306302
speech	uiuum	3	0.228915754775547	0.21431812796306302
speech	credulus	3	0.228915754775547	0.21431812796306302
speech	uiduo	3	0.228915754775547	0.21431812796306302
speech	fluxus	3	0.228915754775547	0.21431812796306302
speech	lamentabilis	3	0.228915754775547	0.21431812796306302
speech	obsidio	3	0.228915754775547	0.21431812796306302
speech	nubigena	3	0.228915754775547	0.21431812796306302
speech	elissaeus	3	0.228915754775547	0.21431812796306302
speech	dicto	3	0.228915754775547	0.21431812796306302
speech	nobilito	3	0.228915754775547	0.21431812796306302
speech	ceterus	44	0.225124289244994	0.21409857012454764
speech	iulus	19	0.224269630535375	0.21404907817547408
speech	uerber	19	0.224269630535375	0.21404907817547408
speech	creo	24	0.220215591630884	0.21381431512357382
speech	etiamnunc	17	0.218872434168714	0.21373653497581738
speech	ulixes	22	0.213915936474405	0.21344951194696496
speech	exeo	40	0.212211482039742	0.2133508096566482
speech	uictor	94	0.210995215975048	0.21328037759124452
speech	forma	65	0.210793720632268	0.21326870931110978
speech	paratus	13	0.208736695849474	0.21314959022339994
speech	narro	20	0.207485827251182	0.21307715437939856
speech	abluo	5	0.205764264406476	0.21297746136781606
speech	abnueo	5	0.205764264406476	0.21297746136781606
speech	releuo	5	0.205764264406476	0.21297746136781606
speech	inutilis	5	0.205764264406476	0.21297746136781606
speech	exstinctus	5	0.205764264406476	0.21297746136781606
speech	rima	5	0.205764264406476	0.21297746136781606
speech	agenor	5	0.205764264406476	0.21297746136781606
speech	glacialis	5	0.205764264406476	0.21297746136781606
speech	lethaeus	5	0.205764264406476	0.21297746136781606
speech	niualis	5	0.205764264406476	0.21297746136781606
speech	inuidus	5	0.205764264406476	0.21297746136781606
speech	reparo	5	0.205764264406476	0.21297746136781606
speech	impauidus	5	0.205764264406476	0.21297746136781606
speech	inertia	5	0.205764264406476	0.21297746136781606
speech	deuenio	5	0.205764264406476	0.21297746136781606
speech	laqueus	5	0.205764264406476	0.21297746136781606
speech	recuruo	5	0.205764264406476	0.21297746136781606
speech	sicanus	5	0.205764264406476	0.21297746136781606
speech	saeclum	5	0.205764264406476	0.21297746136781606
speech	occursus	5	0.205764264406476	0.21297746136781606
speech	lydia	5	0.205764264406476	0.21297746136781606
speech	accipiter	5	0.205764264406476	0.21297746136781606
speech	graius	38	0.20546496584311	0.2129601294561545
speech	perseus	11	0.204451157161925	0.2129014213811594
speech	spiritus	11	0.204451157161925	0.2129014213811594
speech	maturus	11	0.204451157161925	0.2129014213811594
speech	mauors	11	0.204451157161925	0.2129014213811594
speech	nata	11	0.204451157161925	0.2129014213811594
speech	fax	41	0.202342755257417	0.21277932712469178
speech	coniungo	9	0.201354295866987	0.2127220869874746
speech	centaurus	9	0.201354295866987	0.2127220869874746
speech	consulo	9	0.201354295866987	0.2127220869874746
speech	puella	9	0.201354295866987	0.2127220869874746
speech	cytherea	9	0.201354295866987	0.2127220869874746
speech	odi	18	0.200933940474364	0.21269774486417983
speech	reuertor	18	0.200933940474364	0.21269774486417983
speech	detraho	7	0.200694561164008	0.21268388278273836
speech	ambages	7	0.200694561164008	0.21268388278273836
speech	generosus	7	0.200694561164008	0.21268388278273836
speech	attingo	7	0.200694561164008	0.21268388278273836
speech	libido	7	0.200694561164008	0.21268388278273836
speech	tribuo	7	0.200694561164008	0.21268388278273836
speech	religio	7	0.200694561164008	0.21268388278273836
speech	merso	7	0.200694561164008	0.21268388278273836
speech	inhospitus	7	0.200694561164008	0.21268388278273836
speech	deposco	7	0.200694561164008	0.21268388278273836
speech	flecto	44	0.199737831887692	0.21262848008679938
speech	hostilis	23	0.199089999050642	0.212590965100503
speech	sumo	36	0.198500966609943	0.2125568551531876
speech	tellus	143	0.19445685080161	0.2123226667322648
speech	minerua	16	0.194281100470705	0.2123124893054991
speech	caelicola	16	0.194281100470705	0.2123124893054991
speech	cadmus	16	0.194281100470705	0.2123124893054991
speech	gero	68	0.189635613293797	0.21204347640924734
speech	desum	29	0.1877446262667	0.21193397230826466
speech	uarro	14	0.187571037687969	0.21192392006518607
speech	alimentum	14	0.187571037687969	0.21192392006518607
speech	aetoli	2	0.186907745723275	0.21188550986498797
speech	hyperboreus	2	0.186907745723275	0.21188550986498797
speech	inlaetabilis	2	0.186907745723275	0.21188550986498797
speech	ambitiosus	2	0.186907745723275	0.21188550986498797
speech	ticinus	2	0.186907745723275	0.21188550986498797
speech	indigena	2	0.186907745723275	0.21188550986498797
speech	torpor	2	0.186907745723275	0.21188550986498797
speech	deuincio	2	0.186907745723275	0.21188550986498797
speech	sano	2	0.186907745723275	0.21188550986498797
speech	amyclae	2	0.186907745723275	0.21188550986498797
speech	hyrcani	2	0.186907745723275	0.21188550986498797
speech	turrigera	2	0.186907745723275	0.21188550986498797
speech	hylaeus	2	0.186907745723275	0.21188550986498797
speech	diuitia	2	0.186907745723275	0.21188550986498797
speech	diluuium	2	0.186907745723275	0.21188550986498797
speech	inmodicus	2	0.186907745723275	0.21188550986498797
speech	amomum	2	0.186907745723275	0.21188550986498797
speech	inmorior	2	0.186907745723275	0.21188550986498797
speech	albulus	2	0.186907745723275	0.21188550986498797
speech	induro	2	0.186907745723275	0.21188550986498797
speech	salix	2	0.186907745723275	0.21188550986498797
speech	aesona	2	0.186907745723275	0.21188550986498797
speech	incesto	2	0.186907745723275	0.21188550986498797
speech	hypsea	2	0.186907745723275	0.21188550986498797
speech	rutula	2	0.186907745723275	0.21188550986498797
speech	alcon	2	0.186907745723275	0.21188550986498797
speech	amentia	2	0.186907745723275	0.21188550986498797
speech	dissideo	2	0.186907745723275	0.21188550986498797
speech	electra	2	0.186907745723275	0.21188550986498797
speech	aegre	2	0.186907745723275	0.21188550986498797
speech	agylleus	2	0.186907745723275	0.21188550986498797
speech	illyricus	2	0.186907745723275	0.21188550986498797
speech	dictaeum	2	0.186907745723275	0.21188550986498797
speech	turpiter	2	0.186907745723275	0.21188550986498797
speech	praesumo	2	0.186907745723275	0.21188550986498797
speech	matertera	2	0.186907745723275	0.21188550986498797
speech	contemptrix	2	0.186907745723275	0.21188550986498797
speech	separo	2	0.186907745723275	0.21188550986498797
speech	praedator	2	0.186907745723275	0.21188550986498797
speech	lycorma	2	0.186907745723275	0.21188550986498797
speech	cortina	2	0.186907745723275	0.21188550986498797
speech	mamma	2	0.186907745723275	0.21188550986498797
speech	aurunci	2	0.186907745723275	0.21188550986498797
speech	uendo	2	0.186907745723275	0.21188550986498797
speech	b	2	0.186907745723275	0.21188550986498797
speech	martigena	2	0.186907745723275	0.21188550986498797
speech	medicina	2	0.186907745723275	0.21188550986498797
speech	beroe	2	0.186907745723275	0.21188550986498797
speech	expectatus	2	0.186907745723275	0.21188550986498797
speech	futilis	2	0.186907745723275	0.21188550986498797
speech	bauci	2	0.186907745723275	0.21188550986498797
speech	experientia	2	0.186907745723275	0.21188550986498797
speech	placide	2	0.186907745723275	0.21188550986498797
speech	metabus	2	0.186907745723275	0.21188550986498797
speech	actutum	2	0.186907745723275	0.21188550986498797
speech	conlido	2	0.186907745723275	0.21188550986498797
speech	piso	2	0.186907745723275	0.21188550986498797
speech	auens	2	0.186907745723275	0.21188550986498797
speech	praedor	2	0.186907745723275	0.21188550986498797
speech	teucrus	2	0.186907745723275	0.21188550986498797
speech	senesco	2	0.186907745723275	0.21188550986498797
speech	curulis	2	0.186907745723275	0.21188550986498797
speech	latonia	2	0.186907745723275	0.21188550986498797
speech	thermodontiacus	2	0.186907745723275	0.21188550986498797
speech	curio	2	0.186907745723275	0.21188550986498797
speech	asperrimus	2	0.186907745723275	0.21188550986498797
speech	leda	2	0.186907745723275	0.21188550986498797
speech	superiacio	2	0.186907745723275	0.21188550986498797
speech	priusquam	2	0.186907745723275	0.21188550986498797
speech	priuatus	2	0.186907745723275	0.21188550986498797
speech	astrifer	2	0.186907745723275	0.21188550986498797
speech	leucothoe	2	0.186907745723275	0.21188550986498797
speech	cthonius	2	0.186907745723275	0.21188550986498797
speech	libero	2	0.186907745723275	0.21188550986498797
speech	gestio	2	0.186907745723275	0.21188550986498797
speech	attamen	2	0.186907745723275	0.21188550986498797
speech	attento	2	0.186907745723275	0.21188550986498797
speech	praepeto	2	0.186907745723275	0.21188550986498797
speech	liuius	2	0.186907745723275	0.21188550986498797
speech	cresius	2	0.186907745723275	0.21188550986498797
speech	berecyntia	2	0.186907745723275	0.21188550986498797
speech	pisa	2	0.186907745723275	0.21188550986498797
speech	profuga	2	0.186907745723275	0.21188550986498797
speech	flagito	2	0.186907745723275	0.21188550986498797
speech	clementus	2	0.186907745723275	0.21188550986498797
speech	clauiger	2	0.186907745723275	0.21188550986498797
speech	fluuialis	2	0.186907745723275	0.21188550986498797
speech	fluidus	2	0.186907745723275	0.21188550986498797
speech	nubilis	2	0.186907745723275	0.21188550986498797
speech	acca	2	0.186907745723275	0.21188550986498797
speech	somnifer	2	0.186907745723275	0.21188550986498797
speech	patruelis	2	0.186907745723275	0.21188550986498797
speech	carmentes	2	0.186907745723275	0.21188550986498797
speech	circuitus	2	0.186907745723275	0.21188550986498797
speech	uindicta	2	0.186907745723275	0.21188550986498797
speech	parnasia	2	0.186907745723275	0.21188550986498797
speech	chryses	2	0.186907745723275	0.21188550986498797
speech	caurio	2	0.186907745723275	0.21188550986498797
speech	cecropia	2	0.186907745723275	0.21188550986498797
speech	opaco	2	0.186907745723275	0.21188550986498797
speech	optabilis	2	0.186907745723275	0.21188550986498797
speech	paean	2	0.186907745723275	0.21188550986498797
speech	feliciter	2	0.186907745723275	0.21188550986498797
speech	cerbereus	2	0.186907745723275	0.21188550986498797
speech	uertigo	2	0.186907745723275	0.21188550986498797
speech	nigrus	2	0.186907745723275	0.21188550986498797
speech	achaemenis	2	0.186907745723275	0.21188550986498797
speech	nequis	2	0.186907745723275	0.21188550986498797
speech	coniugialis	2	0.186907745723275	0.21188550986498797
speech	pilumnus	2	0.186907745723275	0.21188550986498797
speech	expromo	2	0.186907745723275	0.21188550986498797
speech	moderatus	2	0.186907745723275	0.21188550986498797
speech	sicubi	2	0.186907745723275	0.21188550986498797
speech	confinis	2	0.186907745723275	0.21188550986498797
speech	modicum	2	0.186907745723275	0.21188550986498797
speech	confercio	2	0.186907745723275	0.21188550986498797
speech	phlegrus	2	0.186907745723275	0.21188550986498797
speech	concentus	2	0.186907745723275	0.21188550986498797
speech	temptamentum	2	0.186907745723275	0.21188550986498797
speech	multi	2	0.186907745723275	0.21188550986498797
speech	uincentus	2	0.186907745723275	0.21188550986498797
speech	uincendus	2	0.186907745723275	0.21188550986498797
speech	sincerus	2	0.186907745723275	0.21188550986498797
speech	tabeo	2	0.186907745723275	0.21188550986498797
speech	colloco	2	0.186907745723275	0.21188550986498797
speech	sinon	2	0.186907745723275	0.21188550986498797
speech	tabula	2	0.186907745723275	0.21188550986498797
speech	ascisco	2	0.186907745723275	0.21188550986498797
speech	risus	2	0.186907745723275	0.21188550986498797
speech	labdacius	2	0.186907745723275	0.21188550986498797
speech	desaeuio	2	0.186907745723275	0.21188550986498797
speech	arbuteus	2	0.186907745723275	0.21188550986498797
speech	lacaena	2	0.186907745723275	0.21188550986498797
speech	iuncus	2	0.186907745723275	0.21188550986498797
speech	quaerendus	2	0.186907745723275	0.21188550986498797
speech	prometheus	2	0.186907745723275	0.21188550986498797
speech	secludo	2	0.186907745723275	0.21188550986498797
speech	adseruo	2	0.186907745723275	0.21188550986498797
speech	intercido	2	0.186907745723275	0.21188550986498797
speech	iugo	2	0.186907745723275	0.21188550986498797
speech	dedignor	2	0.186907745723275	0.21188550986498797
speech	euomo	2	0.186907745723275	0.21188550986498797
speech	insidiosus	2	0.186907745723275	0.21188550986498797
speech	proiectus	2	0.186907745723275	0.21188550986498797
speech	aquilonia	2	0.186907745723275	0.21188550986498797
speech	sedulus	2	0.186907745723275	0.21188550986498797
speech	uarus	2	0.186907745723275	0.21188550986498797
speech	tyrrheni	2	0.186907745723275	0.21188550986498797
speech	sulla	2	0.186907745723275	0.21188550986498797
speech	puerpera	2	0.186907745723275	0.21188550986498797
speech	describo	2	0.186907745723275	0.21188550986498797
speech	desideo	2	0.186907745723275	0.21188550986498797
speech	ismene	2	0.186907745723275	0.21188550986498797
speech	pyramus	2	0.186907745723275	0.21188550986498797
speech	pronuba	2	0.186907745723275	0.21188550986498797
speech	euenio	2	0.186907745723275	0.21188550986498797
speech	helice	2	0.186907745723275	0.21188550986498797
speech	laetissimus	2	0.186907745723275	0.21188550986498797
speech	herbosus	2	0.186907745723275	0.21188550986498797
speech	abeo	54	0.186201734979409	0.21184462588710587
speech	proles	63	0.183747663527132	0.21170251444780033
speech	animosus	12	0.180892708770527	0.21153718848337624
speech	lac	12	0.180892708770527	0.21153718848337624
speech	carcer	12	0.180892708770527	0.21153718848337624
speech	fulmen	55	0.178399366387331	0.21139280292588616
speech	ora	61	0.177113005502827	0.21131831177910493
speech	lacesso	17	0.176600061227725	0.2112886079784472
speech	exhaurio	17	0.176600061227725	0.2112886079784472
speech	incendium	17	0.176600061227725	0.2112886079784472
speech	inuius	10	0.174430728582542	0.2111629853180909
speech	adiungo	10	0.174430728582542	0.2111629853180909
speech	amo	50	0.1722192081783	0.2110349196305948
speech	propinquus	20	0.16900634097409	0.21084886751615284
speech	sychaeus	8	0.168593613273119	0.2108249671005509
speech	spelunca	8	0.168593613273119	0.2108249671005509
speech	aro	8	0.168593613273119	0.2108249671005509
speech	memorabilis	8	0.168593613273119	0.2108249671005509
speech	perpetuus	8	0.168593613273119	0.2108249671005509
speech	olympus	28	0.16797346654873	0.21078905537373394
speech	grex	28	0.16797346654873	0.21078905537373394
speech	muralis	4	0.16503926255476	0.21061914020993042
speech	requiesco	4	0.16503926255476	0.21061914020993042
speech	luridus	4	0.16503926255476	0.21061914020993042
speech	pudibundus	4	0.16503926255476	0.21061914020993042
speech	pugnax	4	0.16503926255476	0.21061914020993042
speech	dissimilis	4	0.16503926255476	0.21061914020993042
speech	blanditia	4	0.16503926255476	0.21061914020993042
speech	uillosus	4	0.16503926255476	0.21061914020993042
speech	rusticus	4	0.16503926255476	0.21061914020993042
speech	iphis	4	0.16503926255476	0.21061914020993042
speech	distinguo	4	0.16503926255476	0.21061914020993042
speech	portitor	4	0.16503926255476	0.21061914020993042
speech	timendus	4	0.16503926255476	0.21061914020993042
speech	uere	4	0.16503926255476	0.21061914020993042
speech	cliuus	4	0.16503926255476	0.21061914020993042
speech	uitium	4	0.16503926255476	0.21061914020993042
speech	aeterno	4	0.16503926255476	0.21061914020993042
speech	ferinus	4	0.16503926255476	0.21061914020993042
speech	quini	4	0.16503926255476	0.21061914020993042
speech	palladius	4	0.16503926255476	0.21061914020993042
speech	chelys	4	0.16503926255476	0.21061914020993042
speech	oedipodes	4	0.16503926255476	0.21061914020993042
speech	chromis	4	0.16503926255476	0.21061914020993042
speech	ianus	4	0.16503926255476	0.21061914020993042
speech	partior	4	0.16503926255476	0.21061914020993042
speech	circumeo	4	0.16503926255476	0.21061914020993042
speech	depasco	4	0.16503926255476	0.21061914020993042
speech	medico	4	0.16503926255476	0.21061914020993042
speech	agilis	4	0.16503926255476	0.21061914020993042
speech	delphi	4	0.16503926255476	0.21061914020993042
speech	fabula	4	0.16503926255476	0.21061914020993042
speech	armipotens	4	0.16503926255476	0.21061914020993042
speech	niuosus	4	0.16503926255476	0.21061914020993042
speech	talentum	4	0.16503926255476	0.21061914020993042
speech	accumulo	4	0.16503926255476	0.21061914020993042
speech	gratus	31	0.164900967078522	0.2106111317352141
speech	centum	31	0.164900967078522	0.2106111317352141
speech	artifex	6	0.164401533684173	0.21058221032852795
speech	aeque	6	0.164401533684173	0.21058221032852795
speech	spissus	6	0.164401533684173	0.21058221032852795
speech	excuso	6	0.164401533684173	0.21058221032852795
speech	euinco	6	0.164401533684173	0.21058221032852795
speech	proserpina	6	0.164401533684173	0.21058221032852795
speech	tremesco	6	0.164401533684173	0.21058221032852795
speech	regulus	6	0.164401533684173	0.21058221032852795
speech	instituo	6	0.164401533684173	0.21058221032852795
speech	uindex	6	0.164401533684173	0.21058221032852795
speech	resumo	6	0.164401533684173	0.21058221032852795
speech	exequia	6	0.164401533684173	0.21058221032852795
speech	glans	6	0.164401533684173	0.21058221032852795
speech	saturnus	6	0.164401533684173	0.21058221032852795
speech	defero	23	0.163539571311036	0.21053229543572397
speech	edo	34	0.162525423190626	0.21047356770433426
speech	ineo	18	0.16033103759226	0.2103464942666453
speech	profugus	18	0.16033103759226	0.2103464942666453
speech	iubeo	116	0.1601094447214	0.2103336621700947
speech	infaustus	13	0.160061045544504	0.21033085944946342
speech	tero	13	0.160061045544504	0.21033085944946342
speech	polluo	13	0.160061045544504	0.21033085944946342
speech	succedo	26	0.15950474691585	0.2102986450660035
speech	relinquo	129	0.158763649131603	0.21025572925249375
speech	post	83	0.15232748270936	0.20988302092200636
speech	adicio	11	0.151248868085371	0.20982056003622862
speech	dono	24	0.150606859750212	0.20978338233772645
speech	furia	24	0.150606859750212	0.20978338233772645
speech	iamdudum	24	0.150606859750212	0.20978338233772645
speech	terreo	41	0.150255014875179	0.2097630075513457
speech	infelix	69	0.143365532233693	0.20936404838764913
speech	decerno	9	0.142072147653163	0.20928915050961702
speech	phrixus	9	0.142072147653163	0.20928915050961702
speech	hiber	9	0.142072147653163	0.20928915050961702
speech	insisto	9	0.142072147653163	0.20928915050961702
speech	inmitto	9	0.142072147653163	0.20928915050961702
speech	belua	9	0.142072147653163	0.20928915050961702
speech	aceruus	14	0.141394353665411	0.2092499005199467
speech	uolito	14	0.141394353665411	0.2092499005199467
speech	bustum	14	0.141394353665411	0.2092499005199467
speech	peruenio	14	0.141394353665411	0.2092499005199467
speech	prex	45	0.141232706842948	0.2092405398052951
speech	deficio	22	0.141211812270054	0.20923932983326074
speech	miles	48	0.141123999188071	0.2092342447150345
speech	tardus	25	0.13837323943296	0.209074952520172
speech	cesso	25	0.13837323943296	0.209074952520172
speech	mitto	121	0.1368768133057	0.2089882968237529
speech	solium	17	0.135250167178049	0.20889410029079264
speech	rabidus	17	0.135250167178049	0.20889410029079264
speech	famula	17	0.135250167178049	0.20889410029079264
speech	iunctus	31	0.134990446489634	0.2088790602719644
speech	gaudium	34	0.134056658831937	0.20882498608927588
speech	ruina	34	0.134056658831937	0.20882498608927588
speech	remitto	34	0.134056658831937	0.20882498608927588
speech	horresco	7	0.132625818312499	0.2087421283528211
speech	inferior	7	0.132625818312499	0.2087421283528211
speech	inachius	7	0.132625818312499	0.2087421283528211
speech	interritus	7	0.132625818312499	0.2087421283528211
speech	longaeuus	7	0.132625818312499	0.2087421283528211
speech	contemptus	7	0.132625818312499	0.2087421283528211
speech	gratissimus	7	0.132625818312499	0.2087421283528211
speech	adnato	1	0.13216289628367	0.20871532126220355
speech	floridus	1	0.13216289628367	0.20871532126220355
speech	rosarium	1	0.13216289628367	0.20871532126220355
speech	sithonia	1	0.13216289628367	0.20871532126220355
speech	geryona	1	0.13216289628367	0.20871532126220355
speech	sena	1	0.13216289628367	0.20871532126220355
speech	gigantus	1	0.13216289628367	0.20871532126220355
speech	salmoneus	1	0.13216289628367	0.20871532126220355
speech	erysictho	1	0.13216289628367	0.20871532126220355
speech	gisgo	1	0.13216289628367	0.20871532126220355
speech	iaculabilis	1	0.13216289628367	0.20871532126220355
speech	erythia	1	0.13216289628367	0.20871532126220355
speech	accuso	1	0.13216289628367	0.20871532126220355
speech	trieteride	1	0.13216289628367	0.20871532126220355
speech	heri	1	0.13216289628367	0.20871532126220355
speech	trieteridus	1	0.13216289628367	0.20871532126220355
speech	esse	1	0.13216289628367	0.20871532126220355
speech	excieo	1	0.13216289628367	0.20871532126220355
speech	acclinis	1	0.13216289628367	0.20871532126220355
speech	homoloidae	1	0.13216289628367	0.20871532126220355
speech	fornix	1	0.13216289628367	0.20871532126220355
speech	accumbo	1	0.13216289628367	0.20871532126220355
speech	formica	1	0.13216289628367	0.20871532126220355
speech	accubitus	1	0.13216289628367	0.20871532126220355
speech	sanguen	1	0.13216289628367	0.20871532126220355
speech	floresco	1	0.13216289628367	0.20871532126220355
speech	gallicus	1	0.13216289628367	0.20871532126220355
speech	erymanthos	1	0.13216289628367	0.20871532126220355
speech	faex	1	0.13216289628367	0.20871532126220355
speech	fastidium	1	0.13216289628367	0.20871532126220355
speech	aeetidus	1	0.13216289628367	0.20871532126220355
speech	tortum	1	0.13216289628367	0.20871532126220355
speech	euripus	1	0.13216289628367	0.20871532126220355
speech	fetura	1	0.13216289628367	0.20871532126220355
speech	spica	1	0.13216289628367	0.20871532126220355
speech	fertilitas	1	0.13216289628367	0.20871532126220355
speech	ferroues	1	0.13216289628367	0.20871532126220355
speech	horrifero	1	0.13216289628367	0.20871532126220355
speech	tritoniacus	1	0.13216289628367	0.20871532126220355
speech	grandus	1	0.13216289628367	0.20871532126220355
speech	eurynomes	1	0.13216289628367	0.20871532126220355
speech	sanctior	1	0.13216289628367	0.20871532126220355
speech	adligo	1	0.13216289628367	0.20871532126220355
speech	sponda	1	0.13216289628367	0.20871532126220355
speech	ericthonius	1	0.13216289628367	0.20871532126220355
speech	grator	1	0.13216289628367	0.20871532126220355
speech	graiugenus	1	0.13216289628367	0.20871532126220355
speech	adlaturus	1	0.13216289628367	0.20871532126220355
speech	adlapsus	1	0.13216289628367	0.20871532126220355
speech	sorto	1	0.13216289628367	0.20871532126220355
speech	aeternum	1	0.13216289628367	0.20871532126220355
speech	iampridem	1	0.13216289628367	0.20871532126220355
speech	ianiculum	1	0.13216289628367	0.20871532126220355
speech	romuleo	1	0.13216289628367	0.20871532126220355
speech	flammiferus	1	0.13216289628367	0.20871532126220355
speech	adulor	1	0.13216289628367	0.20871532126220355
speech	excitus	1	0.13216289628367	0.20871532126220355
speech	adiicio	1	0.13216289628367	0.20871532126220355
speech	transfundo	1	0.13216289628367	0.20871532126220355
speech	abstrudo	1	0.13216289628367	0.20871532126220355
speech	tuder	1	0.13216289628367	0.20871532126220355
speech	samius	1	0.13216289628367	0.20871532126220355
speech	adiumentum	1	0.13216289628367	0.20871532126220355
speech	zancle	1	0.13216289628367	0.20871532126220355
speech	exaequo	1	0.13216289628367	0.20871532126220355
speech	erudio	1	0.13216289628367	0.20871532126220355
speech	extorqueo	1	0.13216289628367	0.20871532126220355
speech	sagittiferus	1	0.13216289628367	0.20871532126220355
