idx	token	lemma	dialogism_score
1280	sibi	sui	0.22094991669733455
1281	posse	possum	0.3550478390277997
1282	negari	nego	0.2927967415349232
1283	inmodicas	inmodicus	0.2506007921629916
1284	possedit	possideo	0.2250801185846832
1285	opes	ops	0.24531441257918293
1286	sed	sed	0.22991636605070076
1287	plura	plus	0.28702372037757834
1288	retentis	retineo	0.21051040481825195
1289	intulit	infero	0.21382130281076508
1290	inuasit	inuado	0.21874779165736807
1291	ferrum	ferrum	0.25025548139799
1292	sed	sed	0.22991636605070076
1293	ponere	pono	0.2755007453802627
1294	norat	nosco	0.24731861900672258
1295	praetulit	praefero	0.2416946763105718
1296	arma	arma	0.24886190800705116
1297	togae	toga	0.2604658171049213
1298	sed	sed	0.22991636605070076
1299	pacem	pax	0.283660335893428
1300	armatus	armatus	0.21938079809093472
1301	amauit	amo	0.2286158014620309
1302	iuuit	iuuo	0.2625500483270257
1303	sumpta	sumo	0.23223808534323825
1304	ducem	dux	0.23659606836066321
1305	iuuit	iuuo	0.2625500483270257
1306	dimissa	dimitto	0.2528309719222166
1307	potestas	potestas	0.2791525626868987
1308	casta	castus	0.2476561495962884
1309	domus	domus	0.2842945512560715
1310	luxu	luxus	0.20669899582701223
1311	que	que	0.2012336315258229
1312	carens	careo	0.2529881530295311
1313	corrupta	corrumpo	0.192061550417035
1314	que	que	0.2012336315258229
1315	numquam	numquam	0.31306704929845697
1316	fortuna	fortuna	0.2987094485309642
1317	domini	dominus	0.23416952970169563
1318	clarum	clarus	0.2135513685390079
1319	et	et	0.15833624089312415
1320	uenerabile	uenerabilis	0.24498281647517872
1321	nomen	nomen	0.25616910714266783
1322	gentibus	gens	0.3293640059184729
1323	et	et	0.15833624089312415
1324	multum	multum	0.2691342988961686
1325	nostrae	noster	0.5093953300086167
1326	quod	qui	0.42729856515996234
1327	proderat	prosum	0.2595887661204445
1328	urbi	urbs	0.2941060366022248
1329	olim	olim	0.2885327886730953
1330	uera	uerus	0.2853265571751826
1331	fides	fides	0.2833496741662146
1332	sulla	sullus	0.14468725189227
1333	mario	marius	0.25525816663543593
1334	que	que	0.2012336315258229
1335	receptis	recipio	0.1858490220340567
1336	libertatis	libertas	0.2503010343926291
1337	obit	obeo	0.23376792941952995
1338	pompeio	pompeius	0.1050869555405037
1339	rebus	res	0.25524994472251267
1340	adempto	adimo	0.2266385626585424
1341	nunc	nunc	0.38025600229896883
1342	et	et	0.15833624089312415
1343	ficta	fingo	0.2526448514377827
1344	perit	pereo	0.25358210060832354
1345	non	non	0.41864799612008574
1346	iam	iam	0.2423169147710674
1347	regnare	regno	0.28330006489413995
1348	pudebit	pudeo	0.31068249214086463
1349	nec	neque	0.2829151588008186
1350	color	color	0.2244501352988283
1351	imperii	imperium	0.3079789957054868
1352	nec	neque	0.2829151588008186
1353	frons	frons	0.21562499721809003
1354	erit	sum	0.43508516753887483
1355	ulla	ullus	0.3365160081321924
1356	senatus	senatus	0.2229214853258596
1357	o	o	0.5610938669544605
1358	felix	felix	0.3166740038761695
1359	cui	qui	0.42887421868307374
1360	summa	superus	0.2393983447804409
1361	dies	dies	0.23289740198284148
1362	fuit	sum	0.39446734537716976
1363	obuia	obuius	0.20429726646071183
1364	uicto	uinco	0.2853705368180012
1365	et	et	0.15833624089312415
1366	cui	qui	0.42887421868307374
1367	quaerendos	quaerendus	0.26325020497225193
1368	pharium	pharius	0.23614275241610727
1369	scelus	scelus	0.28933321453676425
1370	obtulit	offero	0.21594592465742504
1371	enses	ensis	0.18935821157836374
1372	forsitan	forsitan	0.3086235174038484
1373	in	in	0.1978304838181022
1374	soceri	socer	0.27887930515742476
1375	potuisses	possum	0.4081187467757212
1376	uiuere	uiuo	0.2887871097739302
1377	regno	regnum	0.2947205905583568
1378	scire	scio	0.31328052624398367
1379	mori	morior	0.2777222403295279
1380	sors	sors	0.27280003208613224
1381	prima	primus	0.21846343140388003
1382	uiris	uir	0.215361805391462
1383	set	sed	0.22991636605070076
1384	proxima	proximus	0.23318612692446172
1385	cogi	cogo	0.2566255530374207
1386	et	et	0.15833624089312415
1387	mihi	ego	0.8291840257695525
1388	si	si	0.5027294574644618
1389	fatis	fatum	0.32907493862912185
1390	aliena	alienus	0.2652561319604028
1391	in	in	0.1978304838181022
1392	iura	ius	0.28079376321205923
1393	uenimus	uenio	0.3237239772915287
1394	fac	facio	0.3644097433695848
1395	talem	talis	0.2675951017488578
1396	fortuna	fortuna	0.2987094485309642
1397	iubam	iuba	0.22894282067748392
1398	non	non	0.41864799612008574
1399	deprecor	deprecor	0.3331346543599546
1400	hosti	hostis	0.2579067003483162
1401	seruari	seruo	0.27477629665639314
1402	dum	dum	0.32876745542494623
1403	me	ego	0.8083840689476842
1404	seruet	seruo	0.2743369286137857
1405	ceruice	ceruix	0.1855546362921205
1406	recisa	recido	0.24707714224531763
1407	uocibus	uox	0.1666448956353716
1408	his	hic	0.3921508647994456
1409	maior	magnus	0.2540565670884155
1410	quam	quam	0.3311780972189745
1411	si	si	0.5027294574644618
1412	romana	romanus	0.24423604943768734
1413	sonarent	sono	0.20061241616451733
1414	rostra	rostrum	0.2177426903732049
1415	ducis	dux	0.23496770228391017
1416	laudes	laus	0.27071429896716337
1417	generosam	generosus	0.25732344780016886
1418	uenit	uenio	0.2562469089724213
1419	ad	ad	0.2070463735264641
1420	umbram	umbra	0.24678373010990648
1421	mortis	mors	0.2932593050260409
1422	honos	honor	0.24948209037837699
1423	fremit	fremo	0.2055811676593136
1424	interea	interea	0.21913037673535324
1425	discordia	discordia	0.24361325750264137
1426	uolgi	uulgus	0.20541944119003439
1427	castrorum	castra	0.20765524716586325
1428	belli	bellum	0.29200702120598265
1429	que	que	0.2012336315258229
1430	piget	pigeo	0.25800074498419656
1431	post	post	0.23400430681384726
1432	funera	funus	0.2868618439872017
1433	magni	magnus	0.2587224555281922
1434	cum	cum	0.28550000025989547
1435	tarcondimotus	tarcondimotus	0.11705996744008232
1436	linquendi	linquo	0.26148350859594754
1437	signa	signum	0.23320731485829266
1438	catonis	cato	0.23554938724960434
1439	sustulit	tollo	0.20028375609646665
1440	hunc	hic	0.41321996870307615
1441	rapta	raptum	0.2058499969619736
1442	fugientem	fugio	0.2493646029809835
1443	classe	classis	0.221886549405299
1444	secutus	sequor	0.22581454693541575
1445	litus	litus	0.2293528070591831
1446	in	in	0.1978304838181022
1447	extremum	extremus	0.24267981849145548
1448	tali	talis	0.2217005508805618
1449	cato	catus	0.192797409030462
1450	uoce	uox	0.17296836481367364
1451	notauit	noto	0.1984771628797593
1452	o	o	0.5610938669544605
1453	numquam	numquam	0.31306704929845697
1454	pacate	pacate	0.12035390089182639
1455	cilix	cilix	0.23739447990069829
1456	iterumne	iterumne	0.1717661744074685
1457	rapinas	rapina	0.26551222205895175
1458	uadis	uadum	0.19036151155789632
1459	in	in	0.1978304838181022
1460	aequoreas	aequoreus	0.2451472066501083
1461	magnum	magnus	0.2795751249037022
1462	fortuna	fortuna	0.2987094485309642
1463	remouit	remoueo	0.22181879911187008
1464	iam	iam	0.2423169147710674
1465	pelago	pelagus	0.217059705175672
1466	pirata	pirata	0.14468725189227
1467	redis	redeo	0.29993384701073034
1468	tum	tum	0.17315010599734665
1469	respicit	respicio	0.22160904982342275
1470	omnis	omnis	0.253706220018704
1471	in	in	0.1978304838181022
1472	coetu	coetus	0.18129587615678255
1473	motu	motus	0.1896894508770179
1474	que	que	0.2012336315258229
1475	uiros	uir	0.19456184856959374
1476	quorum	qui	0.4001224266061504
1477	unus	unus	0.21232868974759184
1478	aperta	aperio	0.2053312391561996
1479	mente	mens	0.23351777026889114
1480	fugae	fuga	0.25749347817767165
1481	tali	talis	0.23727500895204556
1482	conpellat	compello	0.251812734816372
1483	uoce	uox	0.17296836481367364
1484	regentem	rego	0.27754025692225626
1485	nos	nos	0.5789307641637006
1486	cato	catus	0.35814948351337716
1487	da	da	0.29302196099155275
1488	ueniam	uenia	0.269696500407492
1489	pompei	pompeius	0.13347116954040184
1490	duxit	duco	0.23316601564156852
1491	in	in	0.1978304838181022
1492	arma	arma	0.24886190800705116
1493	non	non	0.41864799612008574
1494	belli	bellum	0.29200702120598265
1495	ciuilis	ciuilis	0.2447587622824426
1496	amor	amor	0.2388729550954602
1497	partes	pars	0.17729997834197073
1498	que	que	0.2012336315258229
1499	fauore	fauor	0.20017938349156278
1500	fecimus	facio	0.30746164587817204
1501	ille	ille	0.22548811421451656
1502	iacet	iaceo	0.25538549825763457
1503	quem	qui	0.40807426186120543
1504	paci	pax	0.3044602927152963
1505	praetulit	praefero	0.2416946763105718
1506	orbis	orbis	0.22909249786379593
1507	causa	causa	0.2447281440744139
1508	que	que	0.2012336315258229
1509	nostra	noster	0.5047294415688401
1510	perit	pereo	0.25358210060832354
1511	patrios	patrius	0.2319063835510452
1512	permitte	permitto	0.37088360720887964
1513	penates	penates	0.2636584323346073
1514	desertam	desero	0.21694106116254325
1515	que	que	0.2012336315258229
1516	domum	domus	0.2905888057726012
1517	dulces	dulcis	0.25884891340684185
1518	que	que	0.2012336315258229
1519	reuisere	reuiso	0.2231105209319383
1520	natos	nascor	0.31076221061725995
1521	nam	nam	0.33628882326213133
1522	quis	quis	0.45278352088249413
1523	erit	sum	0.43508516753887483
1524	finis	finis	0.25963354925601134
1525	si	si	0.5027294574644618
1526	nec	neque	0.2829151588008186
1527	pharsalia	pharsalis	0.2410151104661991
1528	pugnae	pugna	0.22523558500545163
1529	nec	neque	0.2829151588008186
1530	pompeius	pompeius	0.12911279382078622
1531	erit	sum	0.43508516753887483
1532	perierunt	pereo	0.23631289753055756
1533	tempora	tempus	0.2627780539417629
1534	uitae	uita	0.29121054485282893
1535	mors	mors	0.28859341658626425
1536	eat	eo	0.2900398068666442
1537	in	in	0.1978304838181022
1538	tutum	tutum	0.2669436103065396
1539	iustas	iustus	0.2596763962356662
1540	sibi	sui	0.22094991669733455
1541	nostra	noster	0.5047294415688401
1542	senectus	senectus	0.27694492761444445
1543	prospiciat	prospicio	0.23618325987852984
1544	flammas	flamma	0.22153428162480118
1545	bellum	bellum	0.29363538728273564
1546	ciuile	ciuilis	0.2656114316579526
1547	sepulchra	sepulchrum	0.25515943371914124
1548	uix	uix	0.2688405971402107
1549	ducibus	dux	0.25107255600422945
1550	praestare	praesto	0.300211375732395
1551	potest	possum	0.318797605096389
1552	non	non	0.41864799612008574
1553	barbara	barbarus	0.22147708573008268
1554	uictos	uinco	0.2698714362464753
1555	regna	regnum	0.3124229596603373
1556	manent	maneo	0.2962098766246143
1557	non	non	0.41864799612008574
1558	armenium	armenium	0.1543238389159118
1559	mihi	ego	0.8291840257695525
1560	saeua	saeuus	0.25492123838411496
1561	minatur	minor	0.2504909681572486
1562	aut	aut	0.2796425113942012
1563	scythicum	scythex	0.1271477003620998
1564	fortuna	fortuna	0.2987094485309642
1565	iugum	iugum	0.2324175603549842
1566	sub	sub	0.2257075636269553
1567	iura	ius	0.28079376321205923
1568	togati	togatus	0.24639845365119067
1569	ciuis	ciuis	0.27855918310537775
1570	eo	eo	0.30070018158144196
1571	quisquis	quisquis	0.32735041254482855
1572	magno	magnus	0.230030728808133
1573	uiuente	uiuo	0.2376222949735338
1574	secundus	secundus	0.24579248924988287
1575	hic	hic	0.40692571418654644
1576	mihi	ego	0.8291840257695525
1577	primus	primus	0.20288897333239625
1578	erit	sum	0.43508516753887483
1579	sacris	sacrum	0.2316485928325715
1580	praestabitur	praesto	0.2802677820373112
1581	umbris	umbra	0.2101401681347922
1582	summus	summus	0.22083897718507906
1583	honor	honor	0.24948209037837699
1584	dominum	dominus	0.23579789577844867
1585	quam	quam	0.3311780972189745
1586	clades	clades	0.24399908351184088
1587	cogit	cogo	0.22886779572720706
1588	habebo	habeo	0.3804637459911083
1589	nullum	nullus	0.31927585839439787
1590	magne	magnus	0.28590078026022125
1591	ducem	dux	0.23659606836066321
1592	te	tu	0.7807333600401292
1593	solum	solum	0.28627941292182657
1594	in	in	0.1978304838181022
1595	bella	bellum	0.2873119181044336
1596	secutus	sequor	0.22581454693541575
1597	post	post	0.23400430681384726
1598	te	tu	0.7807333600401292
1599	fata	fatum	0.3082749818072536
1600	sequar	sequor	0.3390647380230054
1601	nec	neque	0.2829151588008186
1602	enim	enim	0.35381180875983953
1603	sperare	spero	0.3009374090475272
1604	secunda	secundus	0.26498757788686744
1605	fas	fas	0.25247870913162385
1606	mihi	ego	0.8291840257695525
1607	nec	neque	0.2829151588008186
1608	liceat	licet	0.35520072928329244
1609	fortuna	fortuna	0.2987094485309642
1610	cuncta	cunctus	0.3008903972285133
1611	tenentur	teneo	0.22599339529897355
1612	caesaris	caesar	0.24877964761453203
1613	emathium	emathium	0.24703106692434013
1614	sparsit	spargo	0.19419658861036798
1615	uictoria	uictoria	0.2445321330734867
1616	ferrum	ferrum	0.2439612268814602
1617	clausa	claudo	0.21730473444420195
1618	fides	fides	0.2833496741662146
1619	miseris	mitto	0.2543776843927586
1620	et	et	0.15833624089312415
1621	toto	totus	0.23371265276574277
1622	solus	solus	0.32396117070200986
1623	in	in	0.1978304838181022
1624	orbe	orbis	0.20040077114373672
1625	est	sum	0.4103991028490287
1626	qui	qui	0.40178000734467567
1627	uelit	uolo	0.279830748684594
1628	ac	ac	0.15864200912649323
1629	possit	possum	0.3461159943639952
1630	uictis	uinco	0.2927424420296897
1631	praestare	praesto	0.300211375732395
1632	salutem	salus	0.2714652148285008
1633	pompeio	pompeius	0.15589949243902312
1634	scelus	scelus	0.2830389600202345
1635	est	sum	0.4103991028490287
1636	bellum	bellum	0.2873411327662059
1637	ciuile	ciuilis	0.2593171771414228
1638	perempto	perimo	0.23743510458505052
1639	quo	qui	0.3777541690643932
1640	fuerat	sum	0.3994023139960423
1641	uiuente	uiuo	0.2376222949735338
1642	fides	fides	0.2833496741662146
1643	si	si	0.5027294574644618
1644	publica	publicus	0.2670007522906397
1645	iura	ius	0.28079376321205923
1646	si	si	0.5027294574644618
1647	semper	semper	0.3082980463941676
1648	sequeris	sequor	0.3305998818382446
1649	patriam	patria	0.3187570644628495
1650	cato	catus	0.35814948351337716
1651	signa	signum	0.23320731485829266
1652	petamus	peto	0.3427101922693172
1653	romanus	romanus	0.22504096080070274
1654	quae	qui	0.42097509598166033
1655	consul	consul	0.24235079040835045
1656	habet	habeo	0.2882137826931031
1657	sic	sic	0.21619464466528485
1658	ille	ille	0.22548811421451656
1659	profatus	profao	0.20403973568978837
1660	insiluit	insilio	0.19652625693240705
1661	puppi	puppis	0.19165250933199923
1662	iuuenum	iuuenis	0.18362777290399204
1663	comitante	comito	0.20837390811559914
1664	tumultu	tumultus	0.17479988087895457
1665	actum	ago	0.27876650713622153
1666	romanis	romanus	0.19469165334211816
1667	fuerat	sum	0.3994023139960423
1668	de	de	0.21528495638144768
1669	rebus	res	0.25524994472251267
1670	et	et	0.15833624089312415
1671	omnis	omnis	0.26930989275196016
1672	indiga	indigus	0.2341537439285254
1673	seruitii	seruitium	0.28087460283851856
1674	feruebat	ferueo	0.20835027259173108
1675	litore	litus	0.19903271426237085
1676	plebes	plebs	0.25785347750232285
1677	erupere	erumpo	0.20398108963482314
1678	ducis	dux	0.23496770228391017
1679	sacro	sacer	0.2004876449456391
1680	de	de	0.21528495638144768
1681	pectore	pectus	0.17834214974671095
1682	uoces	uox	0.19067073391565414
1683	ergo	ergo	0.2082319215402339
1684	pari	par	0.23357144617108372
1685	uoto	uotum	0.2452837055752239
1686	gessisti	gero	0.3005486512799286
1687	bella	bellum	0.2873119181044336
1688	iuuentus	iuuentus	0.21314098430040512
1689	tu	tu	0.7744391055235995
1690	quoque	quoque	0.31480817453257254
1691	pro	pro	0.2911763213301979
1692	dominis	dominus	0.19915433380333436
1693	et	et	0.15833624089312415
1694	pompeiana	pompeianus	0.14830788245777082
1695	fuisti	sum	0.47780067871050313
1696	non	non	0.41864799612008574
1697	romana	romanus	0.24061541887218652
1698	manus	manus	0.23383780150513822
1699	quod	quod	0.3777126237231303
1700	non	non	0.41864799612008574
1701	in	in	0.1978304838181022
1702	regna	regnum	0.318717214176867
1703	laboras	laboro	0.3000530447603718
1704	quod	qui	0.4122865345196258
1705	tibi	tu	0.8015333168619974
1706	non	non	0.41864799612008574
1707	ducibus	dux	0.25107255600422945
1708	uiuis	uiuus	0.22104395201807725
1709	moreris	moror	0.3508610917585646
1710	que	que	0.2012336315258229
1711	quod	quod	0.3777126237231303
1712	orbem	orbis	0.23072086394054897
1713	adquiris	adquiro	0.31131179437916656
1714	nulli	nullus	0.28743383140080914
1715	quod	qui	0.42729856515996234
1716	iam	iam	0.2423169147710674
1717	tibi	tu	0.8015333168619974
1718	uincere	uinco	0.32583253059571476
1719	tutum	tutus	0.2704274456745506
1720	est	sum	0.4103991028490287
1721	bella	bellum	0.2873119181044336
1722	fugis	fugio	0.30948229763951435
1723	quaeris	quaero	0.3214335052914814
1724	que	que	0.2012336315258229
1725	iugum	iugum	0.2324175603549842
1726	ceruice	ceruix	0.1855546362921205
1727	uacanti	uaco	0.2569029723884808
1728	et	et	0.15833624089312415
1729	nescis	nescio	0.34561882279656453
1730	sine	sine	0.2704718843185471
1731	rege	rex	0.20065282645624796
1732	pati	patior	0.28727162665426775
1733	nunc	nunc	0.38025600229896883
1734	causa	causa	0.2447281440744139
1735	pericli	periclum	0.2668143086788526
1736	digna	dignus	0.3063032304099562
1737	uiris	uir	0.215361805391462
1738	potuit	possum	0.30514181297765275
1739	uestro	uester	0.35579559900033075
1740	pompeius	pompeius	0.12911279382078622
1741	abuti	abutor	0.1645118910756834
1742	sanguine	sanguis	0.2332791310679242
1743	nunc	nunc	0.38025600229896883
1744	patriae	patria	0.33955702128471776
1745	iugulos	iugulus	0.22148329444728115
1746	enses	ensis	0.18935821157836374
1747	que	que	0.2012336315258229
1748	negatis	nego	0.33285414469425123
1749	cum	cum	0.28550000025989547
1750	prope	prope	0.25054762222830607
1751	libertas	libertas	0.2456351459528524
1752	unum	unus	0.3074092722456672
1753	fortuna	fortuna	0.2987094485309642
1754	reliquit	relinquo	0.22822620627298035
1755	iam	iam	0.2423169147710674
1756	tribus	tres	0.21092526963367642
1757	e	ex	0.19918257400950565
1758	dominis	dominus	0.19915433380333436
1759	pudeat	pudeo	0.3168413973886028
1760	plus	plus	0.2683777249150415
1761	regia	regius	0.235783419814027
1762	nili	nilis	0.12431125883926063
1763	contulit	confero	0.21956791660540353
1764	in	in	0.1978304838181022
1765	leges	lex	0.26910668140169625
1766	et	et	0.15833624089312415
1767	parthi	parthus	0.21866202896009557
1768	militis	miles	0.23808829189791908
1769	arcus	arcus	0.19503678474159875
1770	ite	eo	0.3698773803317922
1771	o	o	0.5610938669544605
1772	degeneres	degener	0.2608433366623744
1773	ptolemaei	ptolemaeus	0.15269547283915877
1774	munus	munus	0.2777004316151186
1775	et	et	0.15833624089312415
1776	arma	arma	0.24886190800705116
1777	spernite	sperno	0.36155091229643443
1778	quis	quis	0.45278352088249413
1779	uestras	uester	0.39536668069032477
1780	ulla	ullus	0.3401366386976933
1781	putet	puto	0.27727695155258025
1782	esse	sum	0.4721995529199149
1783	nocentes	noceo	0.24650312884618525
1784	caede	caedes	0.23005257845444504
1785	manus	manus	0.23383780150513822
1786	credet	credo	0.30578024992779357
1787	faciles	facilis	0.2586583060833083
1788	sibi	sui	0.22094991669733455
1789	terga	tergum	0.201629957280276
1790	dedisse	do	0.3108032092143729
1791	credet	credo	0.30578024992779357
1792	ab	ab	0.19208305618423893
1793	emathiis	emathia	0.2303000483314253
1794	primos	primus	0.20285975867062395
1795	fugisse	fugio	0.2504063239345652
1796	philippis	philippus	0.19446035080446544
1797	uadite	uado	0.36293260321707727
1798	securi	securis	0.20485005983894577
1799	meruistis	mereo	0.35494020520026526
1800	iudice	iudex	0.21741212437765006
1801	uitam	uita	0.292838910929582
1802	caesare	caesar	0.22008792089447282
1803	non	non	0.41864799612008574
1804	armis	arma	0.2185418152102389
1805	non	non	0.41864799612008574
1806	obsidione	obsidio	0.22751296487335787
1807	subacti	subigo	0.22688588211581118
1808	o	o	0.5610938669544605
1809	famuli	famulus	0.24511238570769261
1810	turpes	turpis	0.2506266390734487
1811	domini	dominus	0.2231801720836169
1812	post	post	0.23400430681384726
1813	fata	fatum	0.3082749818072536
1814	prioris	prior	0.2435588123834884
1815	itis	eo	0.3305365780685797
1816	ad	ad	0.2070463735264641
1817	heredem	heres	0.23699318539051134
1818	cur	cur	0.3765888215060391
1819	non	non	0.41864799612008574
1820	maiora	maior	0.2610519249469816
1821	mereri	mereo	0.32853859415967346
1822	quam	qui	0.4236487199326892
1823	uitam	uita	0.292838910929582
1824	ueniam	uenia	0.269696500407492
1825	que	que	0.2012336315258229
1826	libet	libet	0.27554898534852396
1827	rapiatur	rapio	0.24590238066325482
1828	in	in	0.1978304838181022
1829	undas	unda	0.21299523231994993
1830	infelix	infelix	0.24936927608609455
1831	coniunx	coniunx	0.2824636083818265
1832	magni	magnus	0.2587224555281922
1833	proles	proles	0.2502309963960091
1834	que	que	0.2012336315258229
1835	metelli	metellus	0.22959086937301681
1836	ducite	duco	0.353977770493059
1837	pompeios	pompeius	0.12877606643885284
1838	ptolemaei	ptolemaeus	0.15269547283915877
1839	uincite	uinco	0.3967382593970582
1840	munus	munus	0.2777004316151186
1841	nostra	noster	0.5083500721343409
1842	quoque	quoque	0.31480817453257254
1843	inuiso	inuisus	0.2308381381862729
1844	quisquis	quisquis	0.32735041254482855
1845	feret	fero	0.2749092621184429
1846	ora	os	0.19706456877261144
1847	tyranno	tyrannus	0.24844569012188192
1848	non	non	0.41864799612008574
1849	parua	paruus	0.20830273265445992
1850	mercede	merces	0.25103473268700394
1851	dabit	do	0.3196100955106187
1852	sciat	scio	0.3043486815801792
1853	ista	iste	0.4046641394085343
1854	iuuentus	iuuentus	0.21314098430040512
1855	ceruicis	ceruix	0.2142463630121797
1856	pretio	pretium	0.23340552617965798
1857	bene	bene	0.28896541355112837
1858	se	sui	0.20014995987546627
1859	mea	meus	0.5287757433245107
1860	signa	signum	0.23320731485829266
1861	secutam	sequor	0.23831095412856634
1862	quin	quin	0.36549145066663236
1863	agite	ago	0.39463132002364487
1864	et	et	0.15833624089312415
1865	magna	magnus	0.2732516557254001
1866	meritum	meritum	0.2781554114223574
1867	cum	cum	0.2052975334096333
1868	caede	caedes	0.23005257845444504
1869	parate	paro	0.3787281248234854
1870	ignauum	ignauus	0.25557199972105304
1871	scelus	scelus	0.2830389600202345
1872	est	sum	0.4103991028490287
1873	tantum	tantum	0.31766075887298484
1874	fuga	fuga	0.252827589737895
1875	dixit	dico	0.16905737164348394
1876	et	et	0.15833624089312415
1877	omnes	omnis	0.2474119655021743
1878	haud	haud	0.32897761043512774
1879	aliter	aliter	0.2539536221581291
1880	medio	medius	0.1479917332709723
1881	reuocauit	reuoco	0.23792095782548023
1882	ab	ab	0.19208305618423893
1883	aequore	aequor	0.19835742767261574
1884	puppes	puppis	0.20935487843397974
1885	quam	quam	0.3311780972189745
1886	simul	simul	0.1963726716871436
1887	effetas	effetus	0.2719718833529362
1888	linquunt	linquo	0.22875329602673689
1889	examina	examen	0.234019146316452
1890	ceras	cera	0.2457687623899296
1891	atque	atque	0.17570308892570702
1892	oblita	obliuiscor	0.23677377748024944
1893	faui	fo	0.2755553410394505
1894	non	non	0.41864799612008574
1895	miscent	misceo	0.20398969728132083
1896	nexibus	nexus	0.1942211768831728
1897	alas	ala	0.19401779870221528
1898	sed	sed	0.22991636605070076
1899	sibi	sui	0.22094991669733455
1900	quaeque	quisque	0.28847781799550015
1901	uolat	uolo	0.2525123594169878
1902	nec	neque	0.2829151588008186
1903	iam	iam	0.2423169147710674
1904	degustat	degusto	0.22622062580172514
1905	amarum	amarus	0.22915937603776562
1906	desidiosa	desidiosus	0.14468725189227
1907	thymum	thymus	0.2437903309521672
1908	phrygii	phrygium	0.24540270084758709
1909	sonus	sonus	0.1906018555638471
1910	increpat	increpo	0.1989868634498842
1911	aeris	aer	0.22671846896191322
1912	attonitae	attonitus	0.2217226892077302
1913	posuere	pono	0.221981308371086
1914	fugam	fuga	0.2591218442544247
1915	studium	studium	0.2379953323870349
1916	que	que	0.2012336315258229
1917	laboris	labor	0.25556572189388926
1918	floriferi	florifer	0.1337786822605629
1919	repetunt	repeto	0.2275537332099058
1920	et	et	0.15833624089312415
1921	sparsi	spargo	0.1845448034446871
1922	mellis	mel	0.24869077942327605
1923	amorem	amor	0.24516720961198993
1924	gaudet	gaudeo	0.2161566393164695
1925	in	in	0.1978304838181022
1926	hyblaeo	hyblaeus	0.197794183548932
1927	securus	securus	0.21626212070708947
1928	gramine	gramen	0.2066517273765699
1929	pastor	pastor	0.21145326235809547
1930	diuitias	diuitia	0.25029327944283053
1931	seruasse	seruo	0.25937113706980175
1932	casae	casa	0.26997439552018104
1933	sic	sic	0.21619464466528485
1934	uoce	uox	0.17296836481367364
1935	catonis	cato	0.23554938724960434
1936	inculcata	inculco	0.12443187265177082
1937	uiris	uir	0.215361805391462
1938	iusti	iustus	0.24879704126573138
1939	patientia	patientia	0.23177409038486207
1940	martis	martes	0.14904562761188558
1941	iam	iam	0.2423169147710674
1942	que	que	0.2012336315258229
1943	actu	actus	0.19909728300783472
1944	belli	bellum	0.29200702120598265
1945	non	non	0.41864799612008574
1946	doctas	doceo	0.24290157933785517
1947	ferre	fero	0.29000001202998554
1948	quietem	quies	0.23819941809696887
1949	constituit	constituo	0.2174784933626197
1950	mentes	mens	0.2575143938874013
1951	serie	series	0.2216093076725699
1952	que	que	0.2012336315258229
1953	agitare	agito	0.2680005632008052
1954	laborum	labor	0.24924225271558725
1955	primum	primum	0.2599517437859483
1956	litoreis	litoreus	0.20148262138411194
1957	miles	miles	0.23342240345814239
1958	lassatur	lasso	0.24133645007853932
1959	harenis	harena	0.20614409367526165
1960	proximus	propior	0.21322148022476628
1961	in	in	0.1978304838181022
1962	muros	murus	0.2076206141478827
1963	et	et	0.15833624089312415
1964	moenia	moenia	0.26926245337391
1965	cyrenarum	cyrena	0.14272215843358355
1966	est	sum	0.4103991028490287
1967	labor	labor	0.2508998334541126
1968	exclusus	excludo	0.21144011915596853
1969	nulla	nullus	0.28530592037031244
1970	se	sui	0.20014995987546627
1971	uindicat	uindico	0.2486986817436997
1972	ira	ira	0.19895386932021142
1973	poena	poena	0.27381278658526975
1974	que	que	0.2012336315258229
1975	de	de	0.21528495638144768
1976	uictis	uinco	0.2635309851047294
1977	sola	solus	0.33953562877349364
1978	est	sum	0.4103991028490287
1979	uicisse	uinco	0.3019348943879263
1980	catoni	cato	0.2579777101482256
1981	inde	inde	0.2064228473602847
1982	peti	peto	0.2756724919928172
1983	placuit	placeo	0.2629405230803886
1984	libyci	libycus	0.2332071262817913
1985	contermina	conterminus	0.2573957884870495
1986	mauris	maurus	0.23197561999441546
1987	regna	regnum	0.318717214176867
1988	iubae	iuba	0.21632509698265218
1989	sed	sed	0.22991636605070076
1990	iter	iter	0.24655461465103967
1991	mediis	medius	0.15724272216415403
1992	natura	natura	0.22769558151991334
1993	uetabat	ueto	0.2498409258096534
1994	syrtibus	syrtis	0.22960915847053004
1995	hanc	hic	0.4287944267745599
1996	audax	audax	0.2198676191465303
1997	sperat	spero	0.2646871751161165
1998	sibi	sui	0.22094991669733455
1999	cedere	cedo	0.2901686628026184
2000	uirtus	uirtus	0.27612282785519643
2001	syrtes	syrtis	0.2599292512673423
2002	uel	uel	0.2357473342493982
2003	primam	primus	0.22475768592040973
2004	mundo	mundus	0.27431500222572824
2005	natura	natura	0.25172141980019586
2006	figuram	figura	0.2475694389457178
2007	cum	cum	0.28550000025989547
2008	daret	do	0.31211320863962055
2009	in	in	0.1978304838181022
2010	dubio	dubius	0.21210523496373515
2011	pelagi	pelagus	0.24575143189573123
